Argument ID	Premise
D27096	Star kids also have an upbringing which is surrounded by the Bollywood industry, which gives them an advantage of being adjusted and having a clearer overview of the industry, which might help them learn faster and do better than an outsider might not be able to.
E01039	It's by no means irrelevant what kind of cars people use; 25% renewable + 25% nuclear + 50% combustible is better than 100% combustible gasoline.
E01039	It's by no means irrelevant what kind of cars people use. 25% renewable + 25% nuclear + 50% combustible is better than 100% combustible gasoline.
E01039	It's by no means irrelevant what kind of cars people use; 25% renewable + 25% nuclear + 50% combustible is better than 100% combustible gasoline.
E01054	It is not about blaming others, it is about seeing the situation as it is, Recognizing patterns, reasons and consequences of our behavior. We do not make our choices in a vacuum. If it is easier and cheaper to live not sustainably, people will do it, even if they are aware of the consequences.
E01054	It is not about blaming others, it is about seeing the situation as it is, recognizing patterns, reasons and consequences of our behavior. We do not make our choices in a vacuum. If it is easier and cheaper to live not sustainably, people will do it, even if they are aware of the consequences.
E01054	It is not about blaming others, it is about seeing the situation as it is, and recognizing patterns, reasons and consequences of our behavior. We do not make our choices in a vacuum. If it is easier and cheaper to live not sustainably, people will do it even if they are conscious of the consequences.
E01091	Taxation seems to be the only real way to incentivize other countries less worried about climate change to work on it.
E01091	Taxation seems to be the only real way to encourage other countries less worried about climate change to work on it.
E01091	Taxation seems to be the only real way to incentivize other countries less worried about climate change to work on it.
E02003	The hub could also organize events to spread awareness of migration topics in the local population in order to boost social inclusion processes and to fight the spread of fake news and ostracism of migrants.
E02003	The hub could also organize events to spread awareness in the local population on migration topics, to boost social inclusion processes and to combat the spread of fake news and ostracism of migrant people.
E02003	The hub could also organize events to spread awareness about migration in the local population, in order to increase social inclusion processes and to combat the spread of fake news and ostracism of migrant people.
E02005	The British people voted for Brexit so now they have to live naturally with their choice. It turns out that you can not actually have your cake and eat it too.
E02005	The British people voted for Brexit, so they have to live with their choice now it turns out you can't actually have your cake and eat it too.
E02005	The British people voted for Brexit, so naturally now they have to live with their choice. It turns out you can't actually have your cake and eat it too.
E02016	Frontex interfering with the national border guards doing their sacred duty to protect the border and then sending anonymous reports to criticize these brave men and women is quite abhorrent.
E02016	Frontex interferes with the national border guards in doing their sacred duty to protect the border and then sends anonymous reports to criticize these brave men and women is quite abhorrent.
E02016	Frontex interfering with the national border guards doing their sacred duty to protect the border and then sending anonymous reports to criticize these brave men and women is quite abhorrent.
E02017	I work on a programme in Ireland to help migrants, refugees and asylum seekers get employment and integrate. The qualifications, skills, experience and resilience they bring is amazing and so valuable to employers and the country. There is far too much focus on negative aspects of migration, much of it based on incorrect stereotypes. Migration brings lots of positives to countries but we need to be open to them.
E02017	I work on a programme in Ireland to help migrants, refugees and asylum seekers get employment and integrate, the qualifications, skills, experience and resilience that they bring is amazing and so valuable to employers and the country. There is far too much focus on negative aspects of migration, much of it based on incorrect stereotypes. Migration brings lots of positives to countries but we need to be open to them.
E02017	I work on a programme in Ireland to help migrants, refugees and asylum seekers find work and integrate. The qualifications, skills, experience and resilience they bring is amazing and so valuable to employers and the country. There is far too much focus on negative aspects of migration, much of it based on wrong stereotypes. Migration brings lots of positives to countries but we need to be open to them.
E02021	It is only anecdotal evidence, but I have noticed in the high schools in my area that children from migrants are more able to participate in after school activities when their language is developed further - children still go to school on a daily basis - which means that they automatically take part in language lessons - but seeing the positive results in language learning in these children I can imagine that their parents would benefit in the same way if they were given the opportunity to follow language lessons (ideally low-budget/free).
E02021	It is only anecdotal evidence, but I have noticed in the high schools in my area that children from migrants are more able to participate in after school activities when their language is developed further ; children still go to school on a daily basis, which means that they automatically take part in language lessons ; however, seeing the positive results in language learning in these children, I can imagine that their parents would benefit in the same way if they were given the opportunity to follow language lessons (ideally low-budget/free)
E02021	It is anecdotal evidence, but I have noticed in the high schools in my area that the children from migrants are more able to participate in after school activities when their language is developed further ; children still go to school on a daily basis, which means they automatically take part in language lessons ; however, seeing the positive results in language learning in these children, I can imagine that their parents would benefit in the same way if they were given the opportunity to follow language lessons (ideally low-budget/free).
E02023	No, Europe is not a colony - Immigration has been devastating - Public EU officials who support immigration should be named and the European people must have a democratic opportunity to remove them from positions of power and influence.
E02023	No, Europe is not a colony, the immigration has been devastating, public EU officials who support immigration should be named, and the European people must have a democratic opportunity to remove them from positions of power and influence.
E02023	No, Europe is not a colony, the immigration has been devastating, public EU officials who support immigration should be named and the European people must be given a democratic opportunity to remove them from positions of power and influence.
E02025	Most of the time migrants have trouble fitting into society because of the language barrier and hate, and if they had language lessons, they could reduce the tensions around migration and improve integration.
E02025	Most of the time migrants have trouble fitting into society because of the language barrier and hate; Providing them with language lessons could reduce tensions around migration and improve integration of migrants.
E02025	Most of the time, migrants have trouble fitting into society because of the language barrier and hate, and providing them with language lessons could reduce tensions around migration and improve the integration of migrants.
E02026	Knowledge of the language of the host country is essential for integration. When migrants understand the local language, studies show that their values tend to develop over time towards those of the host countries.
E02026	Knowledge of the host country language is essential for integration. When migrants understand the local language, studies show that over time, their values tend to evolve towards those of the host countries.
E02026	Knowledge of the host country's language is essential for integration. When migrants understand the local language, studies show that their values tend towards those of the host countries over time.
E02027	It is essential that European principles and values are taught to migrants, including an explanation of the reasoning behind these principles and values, which would be best provided both in the mother tongue of the person and in the language of the host country.
E02027	It is essential that European principles and values are taught to migrants, including an explanation of the reasoning behind these principles and values, which would be best provided both in the mother tongue of the person and in the language of the host country.
E02027	It is essential that European principles and values are taught to migrants, including an explanation of the reasoning behind these principles and values, which would be best provided both in the mother tongue of the person and in the language of the host country.
E02032	The EU bureaucrats who enabled immigration must be named and a democratic process for removing them from power must be put in place. Democracy must prevail over this multicultural fascism
E02032	The EU bureaucrats who have enabled immigration must be named and a democratic process for their removal must be put into place, democracy must prevail over this multicultural fascism.
E02032	EU bureaucrats who have enabled immigration must be named and a democratic process must be put into place to remove them from power. Democracy must prevail over this multicultural fascism.
E02034	NGO boats should be forbidden, only Frontex should intervene to bring them home.
E02034	NGO boats should be forbidden, only Frontex should intervene to bring them home.
E02034	NGO boats should be forbidden, only Frontex should intervene to bring them home.
E02038	The world, especially Africa and the Middle East, is experiencing a huge population explosion and seems not to be able to cope with it as China did. Who is going to take all these millions of refugees which result from it? Also, consider that the integration of one non-western immigrant costs 167.000 euros. If the EU wants to survive it must stop migration more or less.
E02038	The world, especially Africa and the Middle East, is experiencing a huge population explosion, and they seem not to be able to cope with it as China did. Who is going to take all these millions of refugees which result from it? Also consider that the integration of one non-western immigrant costs 167.000 euros. If the EU intends to survive it has to stop more or less all migration.
E02038	The world, especially Africa and the Middle East, is experiencing a huge population explosion, and they seem not to be able to cope with it as China did, who will take all these millions of refugees that result from it? Also, consider that the integration of one non-western immigrant costs 167.000 euros, if the EU wants to survive it has to stop more or less all migration.
E02039	We need to ensure a fair distribution of refugees across Europe and better integration of refugees and applicants for international protection into the workplace, to establish legal channels for entry and to foster an integration policy based on respect for rights and equal treatment of local and migrant workers as a key tool to address the social impact of migration flows.
E02039	We need to ensure fair redistribution of refugees across Europe and ensure better integration of refugees and applicants for international protection into the workplace, to create legal channels for entry and to foster an integration policy based on respect for rights and equal treatment of both local and migrant workers as a key tool to address the social impact of migration flows.
E02039	We need to ensure a fair redistribution of refugees across Europe and to ensure a better integration of refugees and applicants for international protection into the workplace, to establish legal channels for entry and to foster an integration policy based on respect for rights and equal treatment of both local and migrant workers, as a key tool to address the social impact of migration flows.
E02040	The EU should attract the most talented and entrepreneurial people in the world : there was an attempt to reform the blue card directive of the Junker Commission to create a new streamlined EU-wide visa category similar to the short-lived Schengen visa. The holder of the new blue-card visa would have the entire EU labor market at their disposal.
E02040	The EU should attract the most talented and entrepreneurial people in the world : There was an attempt by the Junker Commission to reform the blue card directive in order to create a new streamlined EU-wide visa category, similar to the short-lived Schengen visa, the holder of the new blue-card visa would have the entire EU labor market at their disposal.
E02040	The EU should attract the world's most talented and most entrepreneurial people There was an attempt to reform the blue card directive by the Junker Commission to create a new EU-wide visa category similar to the short-lived Schengen visa The holder of the new blue card-like visa would have the entire EU labor market at their disposal.
E02052	It is necessary that member states share the efforts of receiving asylum seekers at EU borders better and not leave this responsibility to frontline countries. The EU should develop a joint approach to support frontline countries to ensure that asylum seekers are provided adequate care, assistance and protection upon arrival and are distributed evenly throughout the EU for status determination.
E02052	It is necessary that member states share the efforts of receiving asylum seekers upon arrival at EU borders and do not leave this responsibility to frontline countries. The EU should develop a joint approach to support the frontline countries to ensure that asylum seekers are provided adequate care, assistance and protection upon arrival and are quickly distributed evenly throughout the EU for status determination.
E02052	It is necessary that member states better share the efforts of obtaining asylum seekers upon arrival at EU borders and do not leave this responsibility to the frontline countries ; the EU should develop a joint approach to support frontline countries to ensure that asylum seekers are provided with adequate care, assistance and protection upon arrival and are distributed quickly across the EU for status determination.
E02057	I disagree with that. Each country must be sovereign to establish its migration policy and no EU quotas should be accepted.
E02057	I disagree, each country must be sovereign to establish its migration policy and no EU quotas should be accepted.
E02057	I disagree, each country must be sovereign to establish its migration policy, and no EU quotas should be accepted.
E02059	The shameful policy (and practice) of Europe today towards migrants is contradictory to the respect we need to show our fellow citizens around the world, and is not in line with the fundamental rights the EU is supposed to put into practice.
E02059	The shameful policy (and practice) of Europe toward migrants is contradictory to the respect we need to show our fellow citizens and it is not in line with the fundamental rights the EU is supposed to put into practice.
E02059	The shameful policy (and practice) of Europe in these days against migrants is contradictory to the respect we need to show our fellow citizens in the world, and it is not in line with the fundamental rights that the EU is supposed to put into practice.
E02061	A reform of the Dublin system is needed but the revision work has not moved an inch since 2019. There have been attempts to make progress in adopting a common European asylum system and forming an EU-wide resettlement system with sufficient financial incentives, while also highlighting its aim to closely monitor migration routes and maintain situational awareness. This issue should be strengthened on a European level as we never know when a new crisis will occur, this time caused by climate change and environmental disasters forcing people to go into diaspora
E02061	There is a need for a balance between solidarity and responsibility, but the revision work has not moved an inch since 2019 in the adoption of a common European asylum system and forming an EU-wide resettlement system with adequate financial incentives, while also highlighting its aim to closely monitor migration routes and maintain situational awareness. This issue should be strengthened on a European level, as we never know when a new crisis will arise in the diaspora and search for a safe haven.
E02061	There is a need for a balance between solidarity and responsibility. A reform of the Dublin system is needed but revision work has not moved one inch since 2019. There have been attempts to make progress in adopting a common European asylum system and forming an EU-wide resettlement system with sufficient financial incentives, while also emphasising its aim to closely monitor migration routes and maintain situational awareness. This issue should be enhanced on a European level, as we never know when a new crisis will arise caused by climate change
E02062	The EU should treat economic migrants with more vigilance - they can't be the solution to the aging European population - we need more attention on border control to curb illegal migration.
E02062	The EU should treat economic migrants with more vigilance, because they can not be the solution to the aging European population. We need more focus on border control to curb illegal migration.
E02062	The EU should treat economic migrants with more vigilance because they can not be the solution to the aging European population, we need more attention to border control to curb illegal migration.
E02064	Migrant workers are overrepresented in the most precarious jobs, they are too often underpaid, they work under intolerable working conditions and live in horrendous housing facilities. Workers are vulnerable to abuse and exploitation, and they continue to encounter inhumane working and living conditions because effective enforcement is lacking. Migrant workers can therefore not be adequately informed about their labor and trade union rights.
E02064	Migrant workers are overrepresented in the most precarious jobs, they are too often underpaid, they work under intolerable working conditions and live in horrendous housing facilities, workers are vulnerable to abuse and exploitation and continue to face inhumane working and living conditions because effective enforcement is lacking. Migrant workers are thus not adequately informed about their labor and trade union rights.
E02064	Migrant workers are overrepresented in the most precarious jobs, they are too often underpaid, they work under intolerable working conditions and live in horrendous housing facilities, they are vulnerable to abuse and exploitation and continue to encounter inhumane working and living conditions because effective enforcement is lacking. The migrant workers are therefore not adequately informed about their labor and trade union rights.
E02065	Although there is an immense increase in the number of TCN migrant workers, there is no adequate policy in protecting their rights. Any worker in Europe should be entitled to the same rights regardless of where they come from. As migration is an issue that is dealt with by all countries, we must find a common solution at the EU level.
E02065	Although there is an enormous increase in the number of TCN migrant workers, there is no adequate policy in protecting their rights : anyone in Europe should be entitled to the same workers rights, no matter where they come from. As migration is an issue that is handled by all countries, we must find a common solution at the EU level.
E02065	Although there is an enormous increase in the number of TCN migrant workers, there is no adequate policy in protecting their rights. Everyone in Europe should be entitled to the same worker’s rights, no matter where they come from. As migration is an issue that is handled by all countries, we must find a common answer at EU level.
E02068	Each country must have the right to choose based on a democratic vote how many immigrants they want to accept. The question of immigrants depends on each country's reality and culture, which must be managed at the local level.
E02068	Each country must have the right to decide based on a democratic vote how many immigrants they want to accept. The question of immigrants depends on each country's reality and culture, this must be managed at local level.
E02068	Each country must have the right to decide how many immigrants they want to accept based on a democratic vote. The question of immigrants depends on the reality and culture of each country : this must be managed at local level.
E02069	We should not bring the problem to Europe, but we should rather help where it is needed in their region!
E02069	We should not bring the problem to Europe, but we should help where it is needed in their region!
E02069	We should not bring the problem to Europe, but rather help where it is needed in their region!
E02070	If giving immigrants more rights will lead to forced displacement and eventual erasure of indigenous Europeans, this is criminal. If what is happening to Uyghurs and Tibetans in China is genocide, then so is this idea proposal. It is astroturfed lies to hide the fact that our migration policies are totally undemocratic and forced on native Europeans.
E02070	This will lead to forced displacement and eventual erasure of indigenous Europeans - this is criminal - if what is happening to the Uyghurs and Tibetans in China is genocide - so is this idea proposal - it's astroturfed lies to hide the fact that our migration policies are totally undemocratic and forced on native Europeans.
E02070	This will lead to forced displacement and eventual erasure of indigenous Europeans. If what is happening to Uyghurs and Tibetans in China is genocide then so is this idea proposal, it's astroturfed lies to hide the fact that our migration policies are totally undemocratic and forced onto native Europeans.
E02072	The nations must have the final say about whom they want to allow to live in their sovereign territories.
E02072	The nations must have the final say about who they want to allow to live on their sovereign territories.
E02072	The nations must have the final say about whom they want to allow to live on their sovereign territories.
E03030	If we have an EU citizenship we will have an EU country and the EU has already proved to be no good with dealing with problems and is extremely undemocratic and not listening to the people.
E03030	If we do have an EU citizenship, we will have an EU country and the EU has already proved to be no good at dealing with problems and is extremely undemocratic and does not listen to the people.
E03030	If we do have an EU citizenship, we have an EU country and the EU has already proved to be no good at dealing with problems and is extremely undemocratic and not listening to the people.
E03032	There are countries like Greece, to my knowledge there is no connection with other EU countries, and that should be a top priority for the EU!
E03032	There are countries like Greece, to my knowledge there is no train connection from other EU countries - that should be a top priority for the EU!
E03032	There are countries like Greece, to my knowledge there is no connection to other EU countries, and that should be a top priority for the EU!
E03046	Only if we show that criminals don't have a place in the EU, we can convince our citizens that refugees aren't that much of a threat. Making the checking process that each refugee has to go through public would also help to get rid of the feeling that anyone can come here and we need to close our borders.
E03046	Only if we show that criminals do not have a place in the EU, we can convince our citizens that refugees are not that much of a threat. Making the check process that each refugee has to go through public would also help to rid the feeling that anyone can come here and we need to close our borders.
E03046	Only if we show that criminals don't have a place in the EU we can convince our citizens that refugees aren't that much of a threat. Making the check-in process that each refugee has to go through public would also help to get rid of the feeling that anyone can come here and we need to close our borders.
E03051	Why should every country in the EU be sovereign in energy production? In this sense, not every region is sovereign, but we need to take advantage of the geographic potentials of the European continent for pragmatic solutions.
E03051	Why should every country in the EU be sovereign in energy production? In this sense, not every region is sovereign within the countries. We need to take advantage of the geographical potentials of the European continent for pragmatic solutions.
E03051	Why should every country in the EU be sovereign in energy production? In this sense also not every region is sovereign within the countries, we need to take advantage of the geographic potentials of the European continent for pragmatic solutions.
E03063	Absolutely right - if the eurocrats cared about what the people want, they would ask them.
E03063	Absolutely right, if the eurocrats cared about what the people want, they'd ask them.
E03063	Absolutely right! If the Eurocrats cared about what the people want, they would ask them.
E03067	I read recently that especially African families tend to send their smartest, best educated youngsters abroad to improve the family situation, these people are desperately needed both for the future of their home countries and for our future. We need skilled and educated people in many sectors but sends such people back to their home countries, because they were unfortunate enough to be refugees.
E03067	I recently read that African families tend to send their smartest, best educated youngsters abroad to improve the family situation - these people are desperately needed for the future of their home countries and ours - we need skilled & educated people in many sectors - but sends such people back to their home countries because they were unfortunate enough to be refugees.
E03067	I recently read that African families tend to send their smartest, best educated youngsters abroad to improve the family situation, which is desperately needed for both the future of their home countries and ours. We need skilled people in many sectors, but send such people back to their home countries because they were unfortunate enough to be refugees.
E04001	I agree that no one should migrate to a country if they are going to commit a crime.
E04001	I agree that no one should migrate to a country if they are going to commit a crime.
E04001	I agree that no one should migrate to a country if they commit a crime.
E04013	Africa and the Middle East have the highest birth rate in the world : Africa has up to 7 children per woman and the EU has 1,55. It is this high birthrate that keeps them poor, and there is practically nothing the EU can do about it.
E04013	Africa and the Middle East have the highest birth rate in the world: Africa has up to 7 children per woman and the EU has 1,55. It is this high birthrate that keeps them poor, and there is almost nothing the EU can do about it.
E04013	Africa and the Middle East have the highest birthrate in the world - Africa has up to 7 children per woman - the EU has 1,55. It is this high birthrate that keeps them poor - there is almost nothing the EU can do about it.
E04022	Discussing what happened between Africa and Europe is useless : all slaves and their owners died a long time ago, and you can't blame the grandchildren.
E04022	Discussing what happened in the past between Africa and Europe is useless : all slaves and their owners died a long time ago.
E04022	Talking about what happened between Africa and Europe is useless. All slaves and their owners died a long time ago.
E04024	We have already English as a language of exchange.
E04024	We have already English as a language of exchange.
E04024	As a language of exchange we already have English.
E04025	English is ideal as it is spoken internationally as the language of commerce, travel and political exchanges, but Esperanto isn't.
E04025	English is ideal because it is spoken internationally as the language of commerce, travel and political exchange, but Esperanto isn't.
E04025	English is ideal as it is spoken internationally as a language of commerce, travel and political exchange, and not Esperanto.
E04028	Migration is part of being human and has always happened throughout history.
E04028	Migration is part of being human and has always happened throughout history.
E04028	Migration is part of being human and has always happened throughout history.
E04029	The EU needs a humane, civilized and legal way to manage migration, whether it is for economic reasons or to seek international protection.
E04029	The EU needs a humane, civilized and legal way to manage migration, whether for economic reasons or to seek international protection.
E04029	The EU needs a humane, civilized and legal way to manage migration, whether it is for economic reasons or to seek international protection.
E04054	Migrants have an enormous amount to offer in energy, new ideas and cultures. Why this emphasis on imaginary 'takeovers'?
E04054	Migrants have an enormous amount of energy, new ideas and cultures to offer. Why this emphasis on imaginary 'takeovers'?
E04054	Migrants have an enormous amount to offer in energy, new ideas and cultures. Why this emphasis on imaginary 'takeovers'
E04071	Refugees can obtain a visa at an Embassy in one of the 54 African countries and must be returned within a week of arrival.
E04071	Refugees can obtain a visa at an Embassy in one of the 54 African countries and must be returned within a week of arrival.
E04071	Refugees can obtain a visa at an Embassy in one of the 54 African countries and must be returned within a week of arrival.
E04082	I am happy to see that the idea of halving all immigration from non-European or non-first-world countries is still strong and this message needs to be communicated to Brussels very clearly.
E04082	I am happy to see that the idea of halving all immigration from non-European or non-first world countries is still going strong, and this message needs to be very clearly communicated to Brussels.
E04082	I am happy to see that the idea of halving all immigration from non-European or non-first world countries is still strong, and this message needs to be very clearly communicated to Brussels.
E04083	No more non-European immigration, the native Europeans have said NO.
E04083	The native Europeans have said NO.
E04083	The native Europeans have said NO to non-European immigration.
E04085	The European citizens are the future of Europe!
E04085	The future of Europe is the European citizens!
E04085	The European citizens are the future of Europe!
E04103	We must stop all loopholes - for example automatically rejecting asylum claims from anyone who enters illegally into Europe.
E04103	We must stop all loopholes - for example, rejecting automatically asylum claims of anyone who enters illegally into Europe.
E04103	We must stop all loopholes - for example rejecting automatically asylum claims of anyone who enters Europe illegally.
E04105	In conclusion, we should say : 'Europeans go home, go home, leave every part of the world where we are making business, exploiting cheap labor, rare minerals, selling arms, invading foreign countries and exporting democracy, etc.
E04105	In conclusion, we should say: 'Europeans go home, leave every part of the world where we make business, exploit cheap labor, rare minerals, sell arms, invade foreign countries and export democracy, etc. '
E04105	In conclusion, we should say 'Europeans go home, leave every part of the world where we make business, exploit cheap labor, rare minerals, sell arms, invade foreign countries and export democracy, etc. '
E04106	The demographic problems for the EU, which are real, must be solved by encouraging child-bearing and a generous family policy, not through migration. We must celebrate motherhood and moms. We must realize that raising a child in today's Europe requires serious costs.
E04106	The real demographic problems for the EU must be solved by encouraging child-bearing and a generous family policy, not through migration. We must celebrate motherhood and mothers, and we must realize that raising a child in today's Europe involves serious costs.
E04106	The demographic problems for the EU that are real must be solved by encouraging child-bearing and a generous family policy, not through migration. We must celebrate motherhood and mothers and must realize that raising a child in today's Europe involves serious costs.
E04108	There's nothing wrong with not wanting your continent to become chaos and putting your people first; every civilization in this world takes this idea as obvious : We need to negotiate remigration deals with the 3rd countries to send their nationals back and we need to use Frontex to push back any migrants coming to our borders.
E04108	There's nothing wrong with not wanting your continent to become chaos and putting your people first - every civilization in this world takes that idea as self-evident. We need to negotiate remigration deals with the 3rd countries to send their nationals back and we need to use Frontex to push back any migrants coming to our borders.
E04108	There's nothing wrong with wanting your continent to become chaos and putting your people first, every civilization in this world takes this idea as self-evident We need to negotiate remigration deals with the 3rd countries to send their nationals back and we need to use Frontex to push any migrants that come to our borders.
E04124	Europe is full and cannot accept more illegal migrants, those persons must be sent back and have to ask for approval from their country of origin.
E04124	Europe is full and cannot accept more illegal migrants. These persons must be sent back and have to seek approval from their country of origin.
E04124	Europe is full and can not accept more illegal migrants. Those people must be sent back and must ask for approval from their state of origin.
E04130	The key to successful immigration depends upon the possibility of employment, so EU members are to decide who they want to admit.
E04130	The key to successful immigration depends on the possibility of employment, so EU members decide who they want to admit.
E04130	The key to successful immigration depends on the possibility of employment, so EU members are to decide who they want to admit.
E04132	I have no problem with non-western immigrants I have trouble with mass immigration What happens is that they do not integrate anymore when they come in large numbers and become a new tribe that tries to change their host country ''.
E04132	I have no problem with non-western immigrants I have trouble with'mass immigration' - what happens is when they come in large numbers they do not integrate anymore - they stick to themselves and become a new tribe that tries to change their host country.'
E04132	I have no trouble with non-western immigrants, I have trouble with'mass immigration'. What happens is when they come in large numbers they do not integrate anymore, they stick to themselves and become a new tribe that tries to change their host country.'
E04140	This is just evidence: Immigration will be one of the most difficult topics in the next decades (or even years) due to the insane demographic rates that the world is suffering today, so immigration has to be closely monitored and all illegal immigration has to be blocked.
E04140	This is just evidence : Immigration will be one of the most difficult topics in the next decades (or even years) due to the insane demographic rates the world is suffering now, so immigration has to be closely monitored and all illegal immigration has to be blocked.
E04140	This is just evidence : Immigration will be one of the most difficult topics in the next decades (or even years) due to the insane demographic rates the world is suffering today, so immigration has to be closely monitored and all illegal immigration has to be blocked.
E04157	It is marvellous to see that this idea of halting immigration received the most support on the migration issue - this is really not going according to plan for the globalists!
E04157	Marvelous to see this idea of halting immigration receive the most support on the migration topic - this really does not go according to plan for the globalists!
E04157	Marvelous to see this idea of stopping immigration receive the most support on the migration topic - this is actually not going according to plan for the Globalists!
E05001	Complex problems are posed by deeper study, not by pretending they do not exist.
E05001	Complex problems are faced by deeper study, not by pretending they don't exist.
E05001	Complex problems are faced by deepening study and not by pretending that they don't exist.
E05003	The more dynamic the economy, the stronger innovation and global influence the EU will have, including soft power.
E05003	The more dynamic the economy, the stronger the innovation and global influence the EU will have, including soft power.
E05003	The more dynamic the economy, the stronger innovation and global influence the EU will have, including soft power.
E05004	The Covid-19 pandemic showed us that the European Union is not able to come up with technological innovations that could strengthen our economic position.
E05004	The Covid-19 pandemic showed us that the European Union is not able to come up with technological innovations that could strengthen our economic position.
E05004	The Covid-19 pandemic showed us that the European Union is not able to come up with technological innovations that could strengthen our economic position.
E05005	The EU has some rules on how social security systems are coordinated (Regulation 883/2004/EC), EU rules ensure that the pension rights accrued in each country are added together and paid out by the pension institution of the Member State of affiliation, but the bureaucratic nightmare is probably just as guaranteed, so a better solution would be a transparent and digital platform that collects pension entitlements from all EU member states, so that every citizen would have an overview of their pension entitlements at all times, not just
E05005	The EU has some rules on how social security systems are coordinated (Regulation 883/2004/EC ). EU rules ensure that the pension rights in each country are added together and paid out by the pension insurance institution of the Member State of affiliation. But a better solution would be a transparent and digital platform that collects pension entitlements from all EU member states. That way every citizen would have an overview of their or her pension entitlements at all times, not just when they are due.
E05005	The EU has some rules on how social security systems are coordinated (Regulation 883/2004/EC) EU rules ensure that pension rights in each country are added together and paid by the pension insurance institution of the member state of affiliation, but the bureaucratic nightmare is probably just as guaranteed a better solution would be a transparent and digital platform that collects pension entitlements from all EU member states, so that every citizen would have an overview of his or her pension entitlements at all times, not just when they are due.
E05010	The standardized retirement age would not only be more fair in an open market but it would also prevent any complexities with their retirement for those who have contributed to different Member States throughout their lives. Even though there is to be at least a central system for this (a step in the right direction) one will only receive a share of one's retirement from a particular Member State once he reaches the retirement age of that Member State.
E05010	The standardized retirement age would not only be fair in an open market but it would also (and even more so in the future) prevent any complications with their retirement for those who have made their contributions in different Member States throughout their lives. Even though there is at least a central system for this (a step in the right direction) one will only receive a share of one's retirement from a particular Member State once it reaches the retirement age of that Member State.
E05010	The standardized retirement age would not only be fair in an open market but it would also (and even more so in the future) prevent any complexities with the payment of their retirement for those who have made their contributions throughout their lives in different Member States. Even though there is to be at least a central system for this (a step in the right direction ), one will only receive a part of one's retirement from a particular Member State once it reaches the retirement age of that Member State.
E05012	Bad governance, unreasonable spending and corruption are damaging and unsustainable, which means that we can't afford to leave them alone if we want a future.
E05012	Bad governance, unreasonable spending and corruption are damaging and unsustainable, which means we can't afford to leave them alone if we want a future.
E05012	Bad governance, unreasonable spending and corruption are damaging and unsustainable, which means we can't afford to leave them alone if we want a future.
E05018	Retirement is often funded by taxes and taxes are determined by each member state, so each member state should also be the one who decides how these taxes are spent. A retirement age of 65 may be unaffordable or undesirable for some countries, while it may not be.
E05018	Retirement is often funded by taxes and taxes are decided by each member state, so each member state should also be the one who decides how those taxes are spent. For some countries a retirement age of 65 may be unaffordable or undesirable while for others it may not.
E05018	Retirement is often funded by taxes and taxes are determined by each member state, so that each member state should also decide how those taxes are spent. A retirement age of 65 may be unaffordable or undesirable for some countries, while it may not.
E05019	The COVID crisis has shown that we are very vulnerable, critical industries must stay in Europe, infrastructure in the EU must remain under full and absolute European control, especially critical infrastructure.
E05019	The COVID crisis has shown that we are very vulnerable : critical industries must remain in Europe ; infrastructure in the EU must remain under full and absolute European control.
E05019	The COVID crisis has shown that we are very vulnerable: critical industries must remain in Europe, infrastructure in the EU must remain under full and absolute European control.
E05025	There are languages spoken by fewer people and are official.
E05025	There are languages spoken by fewer people and are official.
E05025	There are languages that are spoken by fewer people and are official.
E05027	The real democracy cannot do without economic democracy. If the major decisions about our future life (investments, inventions, production) are made outside social control, then there is no real democracy. Without proper social consultation there is no prospect for a fair Europe.
E05027	Real democracy cannot do without economic democracy If the major decisions about our future life (investments, inventions, production) are made outside of social control then there is no real democracy and without proper social consultation there is no prospect for a fair Europe.
E05027	Real democracy cannot do without economic democracy : if the major decisions about our future life (investments, inventions, production) are made outside social control, then there is no real democracy ; without proper social consultation there is no hope for a fair Europe.
E05028	The undemocratic nature and perception of the presidency and the commission were very effective during the Brexit campaign to change the minds of even the most reasonable pro-EU and anti-Brexit voters as EU political representatives were already remote and inaccessible to many people with unrecognized names, faces and campaign points.
